gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
Female,0,No,No,72,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,-10.051293493568764,745.3
Male,0,Yes,No,1,No,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,50.67541537342373,198.25
Male,0,Yes,No,7,Yes,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,68.1718677563462,4484.05
Female,0,Yes,Yes,67,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-10.019648081323723,1185
Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,11.36279625405708,7895.15
Male,0,Yes,Yes,11,No,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.30780183540499,1031.7
Male,0,No,Yes,2,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.22544064243189,4913.3
Female,0,Yes,No,6,No,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,68.41394642382332,3509.4
Female,1,No,Yes,25,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),43.00306827053396,520
Female,0,Yes,Yes,23,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.69241347501312,4872.35
Female,0,Yes,No,14,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.493791751211234,1308.4
Female,0,No,No,59,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,29.35500324052652,2443.3
Female,0,Yes,Yes,69,No,No,No,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,57.85004141899959,1842.8
Male,0,Yes,No,1,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),44.87744973851835,2333.85
Male,0,Yes,No,21,No,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,64.38441509307208,6365.35
Female,1,No,Yes,29,No,No,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),59.052012440732646,3915.4
Female,0,No,Yes,54,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,-29.129873469213877,890.35
Male,1,Yes,Yes,70,No,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25273451224055,78.25
Male,1,Yes,No,54,No,No,Fiber optic,Yes,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),70.98362859817713,2603.95
Male,0,Yes,Yes,22,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.02203719659553,3794.5
Male,0,Yes,No,26,No,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,35.886559086082215,781.25
Female,0,Yes,Yes,8,No,No,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,39.95846721174138,1424.95
Male,1,No,No,4,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,Yes,Mailed check,62.00180684904546,284.3
Female,1,Yes,No,72,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,12.574373617724063,2236.2
Female,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.13544653906745,3871.85
Male,0,No,No,47,No,No phone service,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.25871959145559,1103.25
Female,0,No,No,19,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),35.232684786744784,1183.2
Female,0,No,No,62,No,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.84773143573074,2342.2
Female,0,No,No,33,No,Yes,No,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,48.30751401221828,80.55
Male,0,No,Yes,13,No,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,121.19824284094562,158.95
Female,0,Yes,No,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.95474544526637,5731.85
Male,1,No,No,10,No,No phone service,DSL,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,65.38161267388256,399.25
Female,0,Yes,Yes,21,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),84.78724571642609,949.8
Male,0,Yes,No,22,No,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),82.78852219928999,1265.65
Female,0,No,No,27,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),44.18080309213786,2151.6
Female,0,No,No,14,No,No phone service,No,No,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,61.09544677907894,2763.35
Male,0,No,No,25,No,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),49.49883511777419,435.25
Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,79.47048841590254,184.1
Female,0,No,Yes,10,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),62.07148277170785,1378.25
Male,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,116.37414006092793,4040.65
Female,0,Yes,Yes,26,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.33631859864944,5728.55
Female,0,Yes,No,11,No,No,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,54.95322668288975,404.35
Male,0,No,No,1,No,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,84.55291031748666,1093.1
Female,0,No,Yes,27,No,No phone service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),117.60244256992357,1281.25
Male,1,No,No,59,No,No phone service,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,23.398689864893406,251.25
Male,0,Yes,No,15,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),81.06937777062363,5656.75
Female,0,Yes,Yes,47,No,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.53622168234375,1110.05
Male,0,No,Yes,29,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,60.07075708349976,518.3
Female,0,No,Yes,21,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,73.69737057364974,1497.05
Female,1,Yes,Yes,31,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,66.72839376187035,6362.35
Female,0,No,No,28,No,No,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,73.79528175093114,89.25
Male,0,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,89.7318732868703,5903.15
Female,1,No,Yes,1,No,No phone service,No,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.68788714768564,6589.6
Male,0,No,Yes,49,No,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.38385440523085,4976.15
Male,0,Yes,No,12,No,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,68.33558037404137,2187.55
Male,0,No,No,27,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,62.428901739202615,1457.25
Male,0,Yes,No,63,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,24.73612116923684,600.25
Female,0,Yes,No,63,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,72.38233673634396,256.25
Female,1,Yes,No,64,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),39.485090655686975,1115.15
Female,0,No,No,67,No,No,DSL,No internet service,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.54512126144598,47.7
Male,0,No,No,32,No,No,No,No,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),7.685465667120823,6687.85
Female,0,Yes,No,34,No,No,No,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.00806541082991,7213.75
Male,0,No,Yes,36,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),81.99540466215656,653.9
Female,0,No,No,61,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,96.38435854821111,5238.9
Male,0,No,No,9,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1.628087716099074,2497.2
Male,0,Yes,No,35,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),86.21496994965622,5471.75
Female,1,Yes,Yes,61,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Electronic check,67.59062557275506,1592.35
Female,1,Yes,Yes,30,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,52.501317874658014,3301.05
Female,1,No,No,58,No,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.90679567366863,7031.45
Male,0,No,No,70,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,29.46434847321249,6301.7
Male,0,No,No,16,No,No,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),85.56593943111294,136.75
Female,0,No,Yes,0,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,52.17057081034545,2566.5
Female,0,No,No,0,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,52.10795710589086,2751
Male,0,No,Yes,41,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.80400518197666,253.9
Male,0,No,No,0,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,94.48247721166484,274.7
Female,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.82583843138099,6747.35
Male,0,Yes,No,66,No,No phone service,No,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,67.87012172012163,5711.05
Male,0,No,No,31,No,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,63.13912047479944,3545.35
Male,1,No,No,34,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),30.408370005537286,161.45
Female,0,No,Yes,52,No,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,76.63035291663667,4973.4
Female,1,No,No,53,No,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,57.97486585597137,100.4
Male,0,No,No,55,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,61.325633119094235,30.2
Female,0,Yes,No,37,No,No phone service,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.00460574926385,7009.5
Male,0,No,No,58,No,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.61666312875784,458.1
Female,0,No,No,23,No,No,Fiber optic,No,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),62.234029865111715,2208.75
Male,1,No,No,23,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.25724167400952,531
Female,0,No,No,39,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,58.92817284718823,4350.1
Female,1,No,No,10,No,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),17.234603180390422,449.75
Male,1,Yes,No,37,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.38369697428837,813.3
Male,0,No,No,59,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),22.194412314698496,80.85
Female,0,Yes,No,26,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.80611931129176,6155.4
Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,58.20911649991469,482.25
Male,0,Yes,No,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,35.88683607936355,2884.9
Male,0,No,No,44,No,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,90.1699371423262,44.6
Male,0,No,No,28,No,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,68.94477364243765,8312.4
Female,0,No,No,28,No,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Electronic check,17.390209004263554,1072.6
Female,0,No,No,51,No,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,41.93445699843274,244.8
Female,0,No,Yes,13,No,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,99.32823631009353,1496.45
Male,0,No,Yes,41,No,No phone service,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,74.49987742551119,564.65
Female,0,No,Yes,66,No,Yes,DSL,No,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,69.4314301053985,684.85
Male,0,Yes,No,59,No,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),97.96531032340721,3413.25
Male,0,Yes,No,69,No,No phone service,No,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,91.98270031554257,117.8
Male,0,Yes,No,11,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.25091719464541,1939.35
Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,41.54077981303948,5728.55
Female,0,No,No,10,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),41.85592375344008,1801.9
Male,1,Yes,No,59,No,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,57.139751626443264,74.95
Male,0,Yes,No,64,No,Yes,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,16.895873303133698,1652.4
Female,0,Yes,No,65,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,46.453686069687535,2929.75
Male,1,Yes,Yes,68,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,34.57124737798283,4013.8
Female,0,Yes,No,45,No,No phone service,No,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),38.6438895309813,340.35
Female,1,No,Yes,56,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,97.46214712354111,5794.65
Female,0,Yes,No,53,No,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,18.071760583207634,663.55
Female,0,No,No,53,No,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,35.79076394922705,121.25
Female,0,No,No,65,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.38809656551773,488.65
Male,0,No,Yes,40,No,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,17.528504687077124,1742.95
Female,0,Yes,Yes,24,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),30.632097120553155,7521.95
Female,1,No,No,52,No,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.21089457183033,3950.85
Female,0,No,Yes,69,Yes,No,No,No,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),113.76813195021535,5341.8
Female,0,Yes,No,44,No,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,130.24513228663733,5965.95
Female,0,Yes,Yes,11,No,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,63.41257161347784,7118.9
Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.6237672917777,5624.85
Female,0,Yes,No,46,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,69.27933332557318,2799.75
Male,0,No,No,56,No,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.281025712581965,5450.7
Female,1,Yes,No,61,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,79.97240456929885,5960.5
Male,1,Yes,No,55,No,No,DSL,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),103.20118305125425,55.3
Male,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),91.29317571897143,760.05
Female,0,No,No,11,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),73.34051495172932,3545.05
Female,0,Yes,No,46,No,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.55287338563278,4687.9
Female,0,Yes,No,56,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,No,Mailed check,16.454403095501114,1096.65
Female,0,No,No,29,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.60758700974347,383.55
Male,0,No,No,59,No,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.48596870570098,3474.2
Male,0,Yes,No,33,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),76.4198799952077,4162.05
Female,0,Yes,Yes,12,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),78.70088968957782,1164.3
Female,0,Yes,No,59,No,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,128.54674011415264,3912.9
Male,0,Yes,Yes,36,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,66.19083416292175,7548.6
Female,1,Yes,No,4,No,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),66.98256056671244,847.25
Male,1,Yes,No,7,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),120.74670169584249,777.3
Male,1,Yes,No,44,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.84710594943638,1554.9
Female,0,Yes,Yes,6,No,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),117.00258041573349,1794.8
Male,0,No,No,64,No,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,80.46790589112963,6093.3
Male,0,Yes,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.46517864649068,3090.65
Female,0,Yes,No,39,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),79.3380662856211,1266.35
Female,0,No,Yes,53,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.43118320955764,2282.55
Male,1,Yes,No,52,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),-11.68060373814211,989.05
Female,0,Yes,No,29,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,73.71408570836729,201.7
Male,0,Yes,No,52,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),52.32233232962915,958.15
Male,0,No,No,62,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,30.488189794467075,1752.65
Female,0,No,No,4,No,No phone service,No,No,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,97.6236679270236,2215.45
Male,0,No,No,58,No,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,49.06951427123404,817.95
Female,0,No,No,46,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),25.960159107407414,7138.65
Male,0,Yes,No,41,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),86.06861727657646,1927.3
Male,0,Yes,No,33,No,No,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),106.6695323209366,5950.2
Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,62.30827667600643,723.35
Female,0,No,No,55,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),90.24640931793061,1253.5
Female,0,Yes,No,50,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.06725291141639,6822.15
Male,0,Yes,No,41,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.65566913916858,2553.35
Male,0,Yes,No,61,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,79.17932981556235,6328.7
Female,0,No,No,2,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,89.09748477893372,1516.6
Male,0,Yes,No,42,No,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,122.81601636355674,3725.5
Female,1,Yes,No,51,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.73675094837489,2238.5
Male,1,Yes,No,0,No,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),56.94486992707754,6590.8
Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,28.95089740342008,273
Male,1,No,No,52,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.57978640300665,564.4
Male,0,No,No,65,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,86.79006389929825,1191.2
Female,0,No,Yes,14,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,109.78165384724535,6312.9
Male,1,Yes,Yes,49,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,46.69931588960547,411.75
Male,0,No,No,66,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,57.79310589537996,1752.65
Female,1,No,Yes,71,No,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),32.765111465906315,3437.45
Female,0,No,No,41,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,24.531605687977418,321.05
Male,1,No,No,5,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),74.0296069171552,80.3
Female,0,No,No,65,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,21.446889272496684,5502.55
Female,0,Yes,No,72,No,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),105.38917605634875,43.95
Female,0,No,No,32,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),51.04011402521314,3953.7
Female,0,No,No,26,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),66.82958028860749,811.65
Female,0,Yes,Yes,65,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.62215808667955,350.1
Female,0,Yes,No,35,No,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.04192340883172,401.85
Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.01929588525758,3893.6
Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,101.22584506671971,8312.75
Male,0,No,Yes,2,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.25653010469986,365.8
Male,0,No,No,68,No,No,No,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,38.392184017078876,688
Male,0,No,Yes,51,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,98.77062054470574,55.4
Male,0,No,No,22,No,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,83.30839967418632,3266
Female,1,No,Yes,48,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.12035189747621,5016.65
Female,0,No,No,29,No,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,54.34106593779967,21.1
Female,0,Yes,No,57,No,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,76.87087410788953,367.55
Male,0,Yes,Yes,13,Yes,No,No,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),80.75507003056882,4890.5
Male,1,No,No,39,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.38960235024047,4914.8
Male,0,Yes,No,52,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),63.28507332551026,74.95
Female,0,Yes,No,27,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Two year,No,Mailed check,94.24977783176752,63.75
Male,0,No,No,38,No,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.56725517389742,7076.35
Female,1,Yes,No,9,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,16.425480779205998,1067.15
